SynsetTerms,PosScore,NegScore
distensible#1,0.5,0
erectile#2,0,0
expansible#1,0,0
inflatable#1,0,0
unexpansive#1,0.25,0.5
extinguishable#1,0.5,0
inextinguishable#1,0,0.875
external#1,0,0
outer#3,0,0
outside#3,0,0
internal#1,0,0
inner#6,0,0
interior#4,0,0
internecine#1,0,0
intrinsic#2,0,0
outer#1,0,0
out#9,0,0
outmost#1,0,0
outside#9,0,0
satellite#1,0,0
inner#2,0.125,0
innermost#2,0.375,0
inside#4,0,0
outward#1,0,0.375
external#4,0,0.25
inward#1,0,0
indwelling#1,0.25,0
innermost#1,0,0
internal#4,0,0
self-whispered#1,0,0.25
exterior#1,0.375,0
out#8,0,0
outside#6,0,0
interior#1,0.375,0
indoor#2,0,0
inside#2,0,0
eyed#1,0,0.125
almond-eyed#1,0.25,0
blue-eyed#2,0.125,0
eyelike#1,0.375,0
sharp-eyed#3,0.375,0
left-eyed#1,0.125,0
one-eyed#1,0.5,0
ox-eyed#1,0,0
popeyed#2,0.125,0
purple-eyed#1,0.125,0
right-eyed#1,0.375,0
saucer-eyed#1,0,0
skew-eyed#1,0.125,0
eyeless#1,0.125,0.375
playable#1,0.625,0
fair#4,0,0
in-bounds#1,0,0
foul#4,0,0.25
out-of-bounds#1,0,0.125
just#3,0.625,0
antitrust#1,0,0
sporty#1,0.375,0
fair-minded#1,0,0.25
fair-and-square#1,0.375,0.25
unjust#1,0.375,0.375
below_the_belt#1,0,0.625
unsportsmanlike#1,0.375,0.375
raw#6,0.125,0.5
just#2,0.5,0
honest#7,0.25,0.625
evenhanded#1,0,0
unjust#3,0.25,0.625
faithful#1,0.625,0
truehearted#1,0.5,0
true#3,0.375,0
unfaithful#1,0,0.625
apostate#1,0,0.625
treacherous#2,0.125,0.5
untrue#2,0.125,0.75
true_to#1,0.5,0.125
unfaithful#2,0,0
two-timing#1,0,0.75
loyal#1,0.5,0
allegiant#1,0.125,0
doglike#1,0.5,0
hardcore#1,0.5,0
leal#1,0.375,0
true-blue#1,0.5,0.125
disloyal#2,0,0
unfaithful#3,0.5,0.125
subversive#1,0,0
mutinous#2,0,0.5
rebellious#3,0,0
renegade#1,0,0
fallible#1,0,0.25
errant#1,0.625,0.25
error-prone#1,0.5,0
unreliable#1,0,0.875
weak#11,0.125,0.375
infallible#1,0.125,0.5
unfailing#1,0,0.75
unerring#1,0.125,0.875
familiar#1,0.25,0.125
acquainted#1,0.625,0
beaten#2,0,0.25
well-known#2,0,0.125
old#3,0.375,0.25
unfamiliar#1,0,0.625
unknown#5,0,0.375
unfamiliar_with#1,0,0.5
unusual#2,0.375,0.125
grotesque#2,0.375,0
crazy#4,0,0.25
singular#2,0.125,0.375
eery#1,0.25,0.375
exotic#2,0.5,0
freaky#1,0,0.25
gothic#5,0,0.625
oddish#1,0,0.125
other#4,0.375,0.375
quaint#2,0,0.5
weird#2,0.5,0
usual#2,0.125,0
common_or_garden#1,0,0.375
everyday#3,0.375,0.25
stylish#2,0,0
modish#1,0,0
cool#6,0.375,0
spruce#1,0.375,0.125
faddy#1,0.125,0
swagger#1,0.125,0
in#3,0,0
with-it#1,0.25,0
modernistic#1,0,0
quaint#3,0.125,0
swanky#1,0.5,0
trendsetting#1,0,0
voguish#2,0.5,0
unstylish#2,0,0.75
passee#1,0,0
dated#1,0,0.375
frumpy#1,0.375,0
stodgy#2,0,0
out#7,0,0.5
prehistoric#3,0,0.5
stylish#1,0.5,0.125
voguish#1,0.5,0
chichi#1,0.625,0
swish#1,0.375,0
unstylish#1,0.375,0.25
dowdy#1,0.25,0.25
fast#1,0,0
accelerated#1,0,0
alacritous#1,0.5,0
red-hot#5,0.125,0
double-quick#1,0.125,0
express#2,0.125,0.125
fast-breaking#1,0,0
fast-paced#1,0,0
swift#1,0,0
high-velocity#1,0,0
scurrying#1,0.125,0
straightaway#1,0,0
instantaneous#1,0,0
meteoric#3,0,0
speedy#2,0,0
rapid#1,0,0
speedy#1,0.5,0
smart#6,0.5,0
winged#2,0,0
windy#3,0,0
slow#1,0,0
bumper-to-bumper#1,0,0
poky#1,0,0
drawn-out#2,0,0
lazy#1,0,0
long-playing#1,0,0
slow-moving#1,0,0
sulky#2,0,0
fast#3,0,0
allegro#1,0,0
allegretto#1,0,0
andantino#1,0,0
presto#1,0,0
prestissimo#1,0,0
vivace#1,0.125,0
slow#2,0,0
adagio#1,0,0.125
andante#1,0.125,0.125
lento#1,0,0
lentissimo#1,0,0
largo#1,0.375,0
larghetto#1,0.25,0
larghissimo#1,0.25,0
moderato#1,0,0.375
fast#2,0,0
slow#4,0,0
fastidious#1,0.5,0
choosy#1,0.25,0.75
squeamish#1,0,0.375
picky#1,0.125,0.125
meticulous#2,0.375,0.125
persnickety#2,0.5,0.375
old-womanish#1,0.5,0
unfastidious#2,0,0.75
fastidious#2,0,0
unfastidious#1,0,0.625
fat#1,0.125,0
potbellied#1,0,0
blubbery#1,0.125,0.75
plump#1,0.125,0
zoftig#1,0.125,0
loose-jowled#1,0,0.375
tubby#1,0,0
fattish#1,0.25,0
overweight#1,0,0
porcine#2,0.25,0
stout#2,0.25,0.125
thin#2,0.125,0.25
sunken-eyed#1,0.125,0
lanky#2,0.25,0
spindly#1,0,0.125
rawboned#1,0.25,0
reedy#2,0.375,0.125
twiglike#1,0.125,0.125
scarecrowish#1,0.25,0
weedy#2,0.375,0.125
wizened#1,0.5,0.125
svelte#3,0.5,0
wasp-waisted#1,0,0
trim#1,0.25,0
spindle-shanked#1,0.5,0
wiry#1,0.25,0.25
wispy#1,0.25,0
adipose#1,0,0
buttery#2,0,0
sebaceous#1,0,0.25
suety#1,0,0.5
superfatted#1,0,0
nonfat#1,0,0.5
low-cal#1,0,0
skimmed#1,0,0
fatal#1,0,0.375
mortal#4,0,0.5
lethal#1,0,0
terminal#5,0,0.375
nonfatal#1,0,0.375
nonlethal#1,0.125,0.5
curable#1,0.125,0
incurable#1,0.5,0
soundable#1,0.5,0
unfathomable#1,0,0.625
unsoundable#1,0,0
favourable#2,0.25,0.375
following#4,0.125,0
unfavourable#2,0.125,0.5
contrary#4,0,0
favourable#1,0.75,0
plausive#1,0.5,0
indulgent#3,0.75,0
unfavourable#1,0,0.75
reproving#1,0,0.625
untoward#2,0.25,0.625
disapproving#1,0,0.5
invidious#1,0.375,0.25
feathered#2,0,0.25
aftershafted#1,0,0
feathery#2,0.125,0.25
feathery#1,0,0.125
vaned#1,0,0
flighted#1,0,0
pennate#1,0,0
plumaged#1,0,0
plumose#1,0,0.125
plumy#2,0,0.5
plumy#1,0,0.375
velvety-plumaged#1,0.25,0
unfeathered#1,0,0
plucked#2,0,0
unvaned#1,0,0.5
felicitous#1,0.5,0
gratulatory#1,0.5,0.25
well-chosen#1,0.125,0
well-turned#2,0.125,0.25
well-wishing#1,0.625,0
infelicitous#1,0,0.75
inept#1,0,0.75
unfortunate#3,0,1
fertile#1,0.625,0
impregnable#2,0.5,0
fecund#1,0.5,0
fertilizable#1,0.625,0
rank#1,0.375,0.25
unfertile#1,0,0.625
barren#2,0,0.875
sterilized#1,0,0.25
unimpregnated#1,0,0.75
finished#2,0,0
terminated#1,0.375,0
through_with#1,0,0
through_with#2,0,0.625
fin_de_siecle#1,0,0
up#8,0,0
unfinished#2,0,0.625
uncompleted#1,0,0.125
pending#1,0.125,0
undone#1,0,0.25
unended#1,0,0.25
finished#1,0,0
polished#4,0,0.125
fattened#1,0,0
fattening#1,0,0
unfinished#1,0,0.625
unsanded#1,0,0
roughhewn#1,0,0.25
undressed#1,0,0.5
unfattened#1,0,0.375
unhewn#1,0,0.75
finite#1,0,0
delimited#1,0.125,0
exhaustible#2,0.625,0
impermanent#2,0.125,0.25
limited#7,0,0.625
infinite#1,0.125,0.5
unbounded#1,0,0
sempiternal#1,0.125,0.125
endless#2,0.25,0
unlimited#3,0.375,0.25
finite#2,0,0
tensed#1,0,0
non-finite#1,0,0
opening#1,0,0
first#4,0,0
maiden#1,0,0
introductory#1,0,0
starting#2,0,0
closing#1,0,0
terminal#4,0,0
terminative#1,0,0
year-end#1,0,0
first#1,0,0
prototypical#1,0,0
introductory#2,0,0
initial#1,0,0
firstborn#1,0,0
freshman#1,0,0
original#1,0,0
premiere#1,0,0
prime#1,0.25,0.25
prime#2,0,0
last#2,0,0
senior#2,0,0
sunset#2,0.125,0
ultimate#2,0,0
intermediate#1,0,0
grey#4,0,0
halfway#2,0,0
middle#1,0,0
third-year#1,0,0
penultimate#1,0,0
sophomore#1,0,0
subterminal#1,0.25,0.25
antepenultimate#1,0,0
terminal#3,0,0
first#6,0,0
second#2,0,0
fissile#2,0.375,0
nonfissile#1,0.125,0.125
fissionable#1,0.5,0
nonfissionable#1,0,0.5
fit#3,0.75,0
able-bodied#1,0.25,0
in_condition#1,0.25,0.25
unfit#2,0.25,0.75
impaired#2,0.5,0.5
apraxic#1,0.125,0.625
bowlegged#1,0,0
broken-backed#2,0,0
lame#2,0,0.5
kyphotic#1,0,0.5
handicapped#1,0,0.75
gammy#1,0,0.625
knock-kneed#1,0.125,0.375
soft#15,0.25,0.375
spavined#1,0,0.25
swaybacked#1,0,0.5
mutilated#1,0,0
fit#1,0.5,0
acceptable#4,0.25,0
suited#1,0.125,0
worthy#3,0.875,0
unfit#1,0.25,0
subhuman#2,0,0
unsuitable#1,0,0.75
flat#5,0,0.25
contrasty#1,0,0.125
flexile#1,0,0
waxy#3,0.5,0.125
double-jointed#1,0,0
supple#3,0.375,0
limber#2,0.375,0
spinnbar#1,0.625,0
stretched#1,0,0
inflexible#3,0,0
muscle-bound#1,0,0
stiff#6,0,0.75
semirigid#2,0,0.625
flexible#1,0.375,0
supple#2,0.125,0
on_the_table#1,0,0
inflexible#1,0.125,0.25
intransigent#1,0,0.75
rock-ribbed#2,0,0.375
ossified#1,0,0
hard-core#1,0.25,0
ironclad#2,0.125,0
uncompromising#1,0.25,0.25
hardline#1,0.125,0
flexible#5,0.25,0.125
yielding#3,0.375,0
adjustable#1,0.125,0
all-mains#1,0,0
convertible#2,0,0
pliant#3,0.125,0
filmable#1,0,0
universal#3,0,0
variable#3,0,0
unadaptable#1,0,0.125
unbending#1,0,0.375
campylotropous#1,0,0
orthotropous#1,0,0
inverted#2,0,0
amphitropous#1,0,0
curly#1,0,0
curling#1,0,0
nappy#1,0,0
permed#1,0,0
ringleted#1,0,0
wavy#1,0,0.125
straight#3,0,0.375
uncurled#2,0,0.5
unpermed#1,0,0.625
footed#1,0,0
flat-footed#1,0,0
pedate#2,0.125,0
swift-footed#1,0,0
web-toed#1,0,0
footless#1,0,0.5
apodous#1,0,0.125
toed#1,0,0.125
pointy-toed#1,0,0
squared-toe#1,0,0
two-toed#1,0.375,0
toeless#1,0,0.25
pigeon-toed#1,0,0
splayfooted#1,0,0
flat-footed#3,0,0
splay#1,0.125,0
fore#1,0,0
foremost#3,0,0
aft#1,0,0
after#1,0,0
aftermost#1,0,0
forehanded#1,0,0
backhanded#1,0,0
native#2,0,0
inbred#2,0,0.125
adoptive#2,0.5,0
strange#3,0,0
adventive#1,0,0.75
exotic#1,0,0
nonnative#3,0,0
naturalized#1,0,0
nonnative#2,0,0
imported#1,0,0
tramontane#2,0,0
unnaturalized#1,0,0.5
native#1,0.125,0
indigenous#1,0,0
domestic#5,0,0
homegrown#1,0,0
native-born#1,0,0
native#3,0,0
nonnative#1,0,0.625
foreign#1,0,0.125
overseas#1,0,0
outside#7,0,0.125
domestic#1,0,0
national#5,0,0
municipal#2,0,0
domesticated#2,0,0
home-loving#1,0,0
home-style#1,0,0
housewifely#1,0.125,0
husbandly#2,0.125,0
undomestic#1,0,0.625
undomesticated#2,0,0.25
forgettable#1,0.5,0
unmemorable#1,0,0.5
unforgettable#1,0.125,0.5
persistent#2,0.5,0
forgiving#1,0.375,0
tolerant#2,0.375,0
unvindictive#1,0,0.25
unforgiving#1,0,0.75
vindictive#1,0,0.125
ceremonial#1,0.375,0.25
conventional#7,0,0
full-dress#2,0.125,0.125
form-only#1,0,0
full-dress#1,0.25,0
titular#5,0,0.125
prescribed#4,0,0
pro_forma#1,0,0.25
semiformal#1,0.125,0.5
stiff#3,0,0
white-tie#1,0.25,0.25
informal#1,0,0.25
everyday#2,0.5,0
free-and-easy#1,0,0.25
folksy#2,0.125,0.375
unceremonious#1,0,0.5
formal#3,0,0.25
literary#3,0,0
informal#3,0,0
conversational#1,0,0
vulgar#3,0,0
epistolatory#1,0,0
slangy#1,0.25,0
subliterary#1,0,0.375
unliterary#1,0.25,0.375
latter#1,0,0
last_mentioned#1,0,0
fortunate#1,0.75,0
better_off#1,0.875,0
happy#2,0.75,0
fortuitous#2,0.5,0
well#2,0.625,0
providential#1,0.75,0
lucky#1,0.75,0
well-off#2,0.5,0
unfortunate#1,0,0.875
abject#2,0,1
fateful#3,0,0.75
roofless#2,0,0.875
unlucky#2,0.125,0.75
fragrant#1,0.75,0.125
redolent#3,0.375,0.125
scented#2,0,0.5
musky#1,0,0.25
unpleasant-smelling#1,0,0.875
bilgy#1,0,0
stinking#2,0,0.75
musty#2,0,0.875
high#6,0,0.125
miasmic#1,0,0.375
niffy#1,0,0.75
odorous#2,0,0.125
putrid-smelling#1,0.3,0.7
rank-smelling#1,0,0
reeking#2,0.25,0.625
sour#1,0,0.375
odorous#1,0,0
alliaceous#2,0,0.375
almond-scented#1,0,0.25
anise-scented#1,0,0.25
apple-scented#1,0,0.25
balsam-scented#1,0,0.25
candy-scented#1,0,0.25
cedar-scented#1,0,0
cinnamon-scented#1,0,0.25
clove-scented#1,0,0.25
ginger-scented#1,0,0.25
honey-scented#1,0,0.25
lemon-scented#1,0,0.25
mint-scented#1,0,0.25
musky-scented#1,0,0.25
pleasant-smelling#1,0.75,0
smelling#1,0,0
scented#4,0,0.125
spice-scented#1,0,0.25
strong-smelling#1,0.25,0
tansy-smelling#1,0,0.25
tea-scented#1,0,0.25
vanilla-scented#1,0,0.25
violet-scented#1,0,0.25
odourless#1,0,0.25
non-aromatic#1,0,0.125
scentless#2,0.25,0
scented#1,0,0
scentless#1,0,0.25
free#2,0,0.625
liberated#1,0,0.125
unbound#3,0,0.625
bound#2,0,0
conjugated#3,0,0
conjugated#1,0,0
fixed#3,0,0
immobile#2,0,0
geostationary#1,0,0
geosynchronous#1,0,0.375
leaded#1,0,0
stationary#2,0,0.625
taped#1,0,0
unadjustable#1,0,0.25
unfixed#1,0.125,0.625
free#5,0,0.625
floating#4,0,0.375
unsteady#2,0,0.625
free#1,0.375,0
on_the_loose#1,0,0.25
sovereign#1,0,0
uncommitted#3,0,0
aweigh#2,0,0
clear#5,0.25,0
liberated#2,0.125,0
footloose#1,0.625,0
out-of-school#1,0,0.625
unimprisoned#1,0.5,0
unconstrained#1,0.25,0
unhampered#2,0,0.625
unrestricted#2,0.5,0
unfree#2,0,0.75
adscripted#1,0,0
indentured#1,0,0
treed#1,0,0
jailed#1,0,0
entangled#3,0,0.125
nonsovereign#1,0,0
prisonlike#1,0,0.125
serflike#1,0,0
free#6,0,0.625
freeborn#1,0.25,0
slaveless#1,0,0
unfree#1,0.125,0
servile#2,0,0
slaveholding#1,0,0
frequent#1,0,0
rife#1,0,0
steady#5,0,0
infrequent#1,0,0.625
occasional#1,0,0
rare#2,0,0
fresh#1,0.375,0.625
caller#2,0.5,0.375
crisp#4,0.5,0
fresh-cut#1,0,0
unspoilt#1,0.375,0.125
hot#16,0.125,0
new-made#1,0.5,0
warm#5,0,0
stale#1,0.5,0.25
addled#1,0,0.75
spoilt#2,0,0.75
cold#3,0,0.125
day-old#1,0,0.875
hard#12,0,0
maggoty#1,0,0.625
wilted#1,0,0.5
musty#1,0,0.375
rancid#1,0,0.625
rotten#3,0,0.25
tainted#1,0,0.5
putrid#2,0,0.125
fresh#5,0,0.625
unprocessed#3,0,0.625
preserved#1,0,0
cured#6,0.125,0
glace#1,0,0
tinned#1,0,0
cured#5,0,0
cured#4,0,0
dried#2,0,0
quick-frozen#1,0,0
freeze-dried#2,0,0
lyophilized#1,0.25,0
pickled#1,0,0
potted#2,0,0
salted#1,0,0
smoked#1,0,0
sundried#1,0,0
sweet#8,0,0
salty#2,0,0.25
briny#1,0,0.125
saliferous#1,0,0.375
saline#1,0,0
saltish#1,0.25,0.125
friendly#1,0.25,0.125
genial#1,0.625,0
palsy-walsy#1,0.375,0
companionate#1,0,0
hail-fellow-well-met#1,0.375,0
couthy#1,0.625,0
intimate#2,0.125,0
neighbourly#1,0.625,0
social#6,0.125,0.25
unfriendly#2,0,0.75
scowling#1,0.125,0.75
chilly#3,0.125,0.625
uncordial#1,0.25,0.5
unneighbourly#1,0,0.75
friendly#4,0,0
hostile#2,0,0.625
friendly#3,0.375,0.125
unfriendly#1,0,0.875
frozen#1,0,0.375
frostbitten#1,0,0.5
frost-bound#1,0,0
glaciated#1,0,0.375
icebound#1,0,0
ice-clogged#1,0,0
icy#3,0,0
sleety#1,0,0
unthawed#1,0,0
unfrozen#1,0,0.125
ice-free#1,0.125,0
melting#1,0,0.125
slushy#1,0.125,0.25
thawed#2,0,0.5
fruitful#1,0.5,0
berried#1,0.25,0
blue-fruited#1,0.125,0
plentiful#3,0.25,0
breeding#1,0.125,0
dark-fruited#1,0.375,0
rich#4,0.625,0
reproductive#1,0.25,0
high-yield#1,0.25,0
oval-fruited#1,0.375,0
prolific#2,0.125,0
red-fruited#1,0.375,0
round-fruited#1,0.375,0
small-fruited#1,0.375,0
unfruitful#1,0,0.75
unsuccessful#2,0,0.25
acarpous#1,0,0.375
childless#1,0,0.5
full#1,0,0
overflowing#1,0,0
air-filled#1,0,0.25
brimming#1,0,0.25
cram_full#1,0.125,0.125
engorged#1,0,0.25
egg-filled#1,0,0.25
filled#1,0.25,0
pregnant#3,0,0.5
gas-filled#1,0,0.25
overfull#1,0.125,0.125
weighed_down#1,0,0
replete#2,0,0.5
loaded#1,0,0.375
overloaded#1,0,0.125
riddled#2,0,0
sperm-filled#1,0,0.75
stuffed#1,0,0.375
stuffed#2,0,0
untouched#1,0,0.5
well-lined#1,0.125,0.25
empty#1,0,0
stripped#2,0,0
white#8,0,0.5
empty-handed#2,0,0
glazed#1,0,0.375
lifeless#2,0,0
ransacked#1,0,0
vacant#2,0,0.5
vacant#1,0.125,0
vacuous#3,0.5,0
void#2,0,0
drained#1,0,0
empty#4,0.25,0
exhausted#3,0,0.25
undrained#1,0,0.125
full-time#1,0.125,0
regular#13,0,0
parttime#1,0,0
half-time#1,0.125,0
temporary#2,0.125,0.25
odd-job#1,0.125,0.625
underemployed#1,0,0.25
functional#1,0.5,0
structural#3,0,0
utilitarian#1,0,0
nonfunctional#1,0,0.75
nonstructural#1,0,0.375
ornamental#1,0.375,0
functioning#1,0,0
working#4,0.25,0
up#7,0,0
nonfunctional#2,0,0.75
wrong#4,0,0.75
defective#3,0,0.75
out_of_whack#1,0,0.125
run-down#2,0,0.625
functional#2,0,0
organic#3,0,0
rigged#1,0,0
lateen-rigged#1,0,0
outrigged#1,0,0
square-rigged#1,0,0
unrigged#1,0,0
equipt#1,0.25,0
accoutred#1,0,0
panoplied#1,0.125,0
helmeted#1,0,0.375
outfitted#2,0,0.5
transistorized#1,0,0
visored#1,0.125,0
unequipped#1,0.125,0.5
ill-equipped#1,0,0.5
mature#5,0,0
fledgling#1,0,0
fully_fledged#1,0.25,0
unfledged#1,0,0.375
unfeathered#2,0,0.625
framed#1,0,0
unframed#1,0,0.625
furnished#1,0,0
appointed#4,0.375,0
outfitted#1,0,0
stocked_with#1,0,0.125
volumed#3,0,0.125
well-found#1,0.5,0
unfurnished#1,0,0
funded#1,0,0.375
unfunded#1,0,0
fueled#1,0,0
clean-burning#1,0,0.25
coal-fired#1,0,0
wood-fired#1,0,0.25
unfueled#1,0,0.625
self-sustained#1,0.125,0.25
unfed#2,0,0.625
specified#1,0.375,0
mere#1,0.25,0.125
nominative#2,0,0
specific#2,0,0
unspecified#1,0,0.625
geared#1,0,0
double-geared#2,0,0
double-geared#1,0,0
meshed#2,0,0
in_gear#1,0,0
ungeared#1,0,0.625
out_of_gear#1,0,0.5
general#1,0,0
unspecific#1,0.375,0.5
general-purpose#1,0,0.75
generic#3,0.125,0
gross#2,0.5,0
overall#1,0,0
pandemic#2,0.125,0.25
universal#2,0,0
widespread#1,0,0
specific#1,0,0
ad_hoc#2,0.125,0
circumstantial#1,0.125,0
special#5,0,0
special#1,0,0
particular#2,0,0
particularized#1,0,0
proper#3,0,0
unique#2,0,0
specific#4,0,0
nonspecific#1,0.125,0.25
national#3,0,0
federal#1,0,0
local#1,0,0
widely_distributed#1,0,0
endemic#2,0,0
gilled#1,0,0
gill-less#1,0,0
federal#4,0,0
unitary#3,0.25,0
centralized#1,0,0
decentralized#1,0,0
localized#2,0,0
redistributed#1,0,0
suburbanized#1,0,0
technical#2,0.5,0
untechnical#1,0.125,0.75
nonproprietary#1,0,0.75
generic#2,0.125,0.375
unpatented#1,0,0.375
proprietary#1,0,0
branded#1,0.125,0
copyrighted#1,0,0
patented#1,0,0.125
trademarked#1,0,0
generous#1,0,0
freehearted#1,0.375,0
openhanded#1,0.5,0
unstinting#1,0,0
unselfish#2,0.375,0.125
ungenerous#2,0.125,0.125
mean#7,0,0
chintzy#2,0.125,0.125
skinny#4,0.375,0
tightfisted#1,0,0.25
scrimy#2,0.375,0.125
tight#5,0.5,0.25
penurious#2,0,0.75
generous#2,0.125,0.625
magnanimous#2,0.5,0
ungrudging#1,0.375,0.375
ungenerous#1,0.375,0.25
genuine#1,0.364,0.636
veritable#2,0.4,0.6
documented#2,0.5,0.25
honest#6,0.5,0
sure-enough#1,0.5,0
imitative#3,0.444,0.556
sham#1,0,0
forged#1,0,0.75
base#7,0,0.875
phony#1,0,0.75
unauthentic#1,0,0.5
mock#1,0,0.5
ostensive#2,0,0.375
pinchbeck#1,0.125,0.375
pseudo#1,0,0.75
synthetic#6,0.125,0.875
heliocentric#1,0,0
copernican#2,0,0
talented#1,0.5,0
untalented#1,0.375,0
shiny#2,0,0
vitrified#1,0,0
glass-like#1,0,0
glossy#1,0,0
icy#4,0,0
unglazed#2,0,0.625
unvitrified#1,0,0.125
glazed#2,0.125,0.125
unglazed#1,0,0.625
glorious#1,0.25,0.625
bright#6,0.625,0.125
storied#1,0.25,0.125
inspired#1,0.875,0
sublime#1,0.625,0
illustrious#2,0,0.125
incandescent#2,0.5,0.25
lustrous#2,0.625,0
inglorious#2,0,0.5
unsung#1,0,0.75
go#1,0.25,0
a-okay#1,0.125,0
no-go#1,0,0.75
good#1,0.75,0
swell#1,0.875,0
good_enough#1,0.875,0
goodish#1,0.75,0
hot#15,0.125,0.375
redeeming#2,0.625,0
satisfactory#2,0.125,0
solid#1,0.875,0
superb#2,0.875,0
well_behaved#1,0.5,0
bad#1,0,0.625
unspeakable#2,0,0.875
corky#1,0,0.625
sorry#2,0,1
frightful#3,0,0.875
tough#8,0,0.625
hopeless#4,0.125,0.75
horrid#1,0,0.875
stinky#2,0,0.75
ill#3,0,0.875
unskilled#3,0.125,0.75
mediocre#3,0.222,0.778
naughty#2,0,0.75
negative#3,0.125,0.875
poor#6,0,0.875
pretty#2,0,0.875
rubber#1,0,0.5
severe#6,0,0.5
swingeing#1,0,0.875
uncool#1,0,0.875
unfavourable#3,0.25,0.75
unsuitable#3,0.222,0.778
good#3,1,0
saintly#1,0.625,0
goody-goody#1,0.875,0
saving#1,0.625,0
white#7,0.75,0
evil#1,0,0.875
monstrous#2,0,0.875
bad#12,0,0.75
sinister#2,0,0.75
wretched#4,0,0.5
mephistophelian#1,0.125,0.75
evil-minded#1,0,0.75
good-natured#1,0.75,0
good-humoured#1,0.75,0
ill-natured#1,0,0.875
liverish#2,0,0.75
waspish#1,0,0.5
ornery#1,0.125,0.875
churlish#2,0,0.875
ill-humoured#1,0,0.625
currish#2,0.25,0.5
sullen#1,0.25,0.625
disagreeable#2,0.125,0.875
sulky#1,0,0.625
misanthropical#2,0,0.5
misogynous#1,0,0.5
snorty#1,0,0.625
shrewish#1,0,0.625
snappy#1,0.25,0.5
spoilt#1,0,0.625
ugly#2,0,0.75
vinegary#2,0,0.25
graceful#1,0.5,0.125
elegant#3,0.5,0
smooth#4,0,0.125
gainly#1,0.875,0
willowy#1,0.5,0
sylphlike#1,0.25,0
awkward#2,0.5,0.125
unwieldy#3,0.125,0.25
ungraceful#1,0.25,0.5
wooden#2,0.25,0.25
gracious#1,0.875,0
refined#4,0.25,0.125
merciful#2,0.625,0
ungracious#1,0.75,0
churlish#1,0.25,0.75
unpleasing#1,0.5,0.25
gradual#1,0,0
stepwise#1,0,0
graduated#2,0,0
sudden#1,0,0.5
abrupt#2,0.25,0.25
jerky#2,0,0.25
emergent#1,0.125,0.25
explosive#3,0,0.25
fulminant#1,0,0.75
sharp#11,0,0.25
gradual#2,0.125,0.625
gentle#7,0.25,0.375
sloping#2,0,0
steep#1,0.375,0
sharp#7,0.25,0.25
sheer#3,0,0
heavy#21,0,0
perpendicular#3,0.25,0.25
steepish#1,0,0
steep-sided#1,0,0
well-formed#1,0.5,0
ungrammatical#1,0,0.75
incorrect#3,0,0.75
thankful#1,0.5,0.25
appreciative#1,0.25,0.75
glad#3,0.5,0.5
unthankful#1,0,0.75
monoploid#1,0,0
diploid#1,0,0
polyploid#1,0,0
triploid#1,0.25,0
happy#1,0.875,0
blessed#6,0.625,0.25
blissful#1,0.375,0.5
bright#9,0.375,0.625
prosperous#3,0.5,0.125
riant#1,0.5,0.5
unhappy#1,0,0.75
lovesick#1,0.5,0.5
wretched#3,0,0.875
sorry#1,0,0.625
unregretting#1,0.125,0.75
hard#3,0,0
adamantine#2,0.25,0.25
al_dente#1,0.125,0
horny#3,0,0
tumid#3,0,0.25
solid#8,0,0.75
stony#3,0,0.375
set#7,0,0
woody#3,0,0
stonelike#1,0,0.25
semihard#1,0,0.375
steely#2,0.125,0.25
unyielding#2,0,0
soft#1,0,0.25
napped#1,0,0
cheeselike#1,0,0
squeezable#1,0.625,0
cottony#1,0,0
padded#1,0,0
softening#1,0,0
fluffy#1,0,0
flaccid#1,0.25,0.375
wooly#1,0.125,0.25
yielding#2,0.25,0.375
mushy#1,0,0
overstuffed#1,0,0.5
softish#1,0,0
squishy#1,0.125,0
velvety#2,0.125,0
hard#2,0,0.25
shrewd#2,0.25,0
hardened#1,0.125,0.125
steely#1,0,0.375
soft#2,0.25,0.125
mellow#4,0.5,0
hard#8,0,0
velar#2,0,0
soft#9,0.25,0.125
strident#2,0,0
palatalized#1,0,0
hard#7,0,0
soft#8,0,0
heartless#1,0.125,0.875
stony#2,0.5,0.375
softhearted#1,0,0.875
alcoholic#1,0,0
dry#14,0,0
strong#8,0,0
intoxicating#1,0,0.5
spirituous#1,0.375,0
wet#5,0,0
nonalcoholic#1,0,0
harmless#1,0.125,0.5
innocuous#3,0.125,0.25
harmful#1,0,0.625
abusive#2,0,0.875
bad#11,0,0.375
bruising#1,0,0.625
slanderous#1,0,0.875
ruinous#1,0,0.75
counterproductive#1,0.125,0.5
prejudicious#2,0,0.75
ill#2,0,0.75
subtle#3,0,0.625
mischievous#2,0,0.625
nocent#1,0,0.5
wounding#1,0,0.75
harmonious#1,0.75,0
harmonized#1,0.375,0.25
sympathetic#6,0,0
true#11,0.5,0
pure#4,0.5,0.25
symphonious#1,0.25,0
unharmonious#1,0,0.75
inharmonic#1,0.25,0.25
sour#5,0,0.125
unresolved#3,0.125,0.5
healthful#1,0.75,0
parasiticidal#1,0.75,0
antimicrobic#1,0.625,0
flatus-relieving#1,0.625,0
psychotherapeutic#2,0.375,0
therapeutic#1,0.875,0
drugless#1,0.125,0.375
salutary#1,0.875,0
medicinal#1,0,0
organic#5,0.625,0
orthomolecular#1,0,0
prophylactic#3,0.75,0
restorative#2,0.625,0.125
